movie,year,mins,genres,directors,actors
shark-night-3d,2011,91.0,"['horror', 'thriller']",['david-r-ellis'],"['sara-paxton', 'dustin-milligan', 'chris-carmack', 'katharine-mcphee', 'joel-david-moore', 'chris-zylka', 'sinqua-walls', 'alyssa-diaz', 'donal-logue', 'joshua-leonard', 'jimmy-lee-jr', 'damon-lipari', 'christine-quinn', 'kelly-sry', 'tyler-bryan']"
gods-country-2022,2022,102.0,"['western', 'mystery', 'drama', 'thriller']",['julian-higgins-2'],"['thandiwe-newton', 'jeremy-bobb', 'jefferson-white', 'joris-jarsky', 'tanaya-beatty', 'kai-lennox', 'lynn-solomon', 'gabriel-clark', 'phaedra-nielson', 'karen-jean-olds', 'dark-sevier', 'ainsley-sevier', 'john-hosking', 'matthew-yetter', 'aakii', 'dan-gravage', 'george-de-vries', 'bob-wheeler', 'steven-conard', 'derek-sorrell', 'edie-linneweber', 'travis-w-bruyer', 'amy-mcleod']"
short-circuit-2,1988,110.0,"['drama', 'comedy', 'science-fiction', 'family']",['kenneth-johnson'],"['tim-blaney', 'fisher-stevens', 'michael-mckean', 'cynthia-gibb', 'jack-weston', 'dee-mccafferty', 'david-hemblen', 'don-lake', 'damon-doliveira', 'tito-nunez', 'jason-kuriloff', 'robert-lasardo', 'lili-francks', 'wayne-best', 'gerard-parkes', 'adam-ludwig', 'rex-hagon', 'rummy-bishop', 'richard-comar-1', 'tony-de-santis', 'eric-keenleyside', 'phillip-jarrett', 'jeremy-ratchford', 'kurt-reis', 'garry-robbins', 'ric-sarabia', 'barry-flatman', 'jane-schoettle', 'carlton-watson', 'eve-crawford', 'craig-gardner', 'micki-moore', 'sam-moses', 'norwich-duff', 'claudette-roche', 'frank-adamson', 'chris-barker-1', 'peter-shanne', 'james-killeen-1', 'patrick-greenwood', 'ally-sheedy']"
state-of-grace,1990,135.0,"['thriller', 'drama', 'crime']",['phil-joanou'],"['sean-penn', 'ed-harris', 'gary-oldman', 'robin-wright', 'john-turturro', 'burgess-meredith', 'r-d-call', 'joe-viterelli', 'c-3', 'deirdre-oconnell', 'marco-st-john', 'thomas-g-waites', 'michael-cambridge', 'michael-cumpsty', 'mick-cunningham', 'daniel-oshea', 'thomas-f-duffy', 'jaime-tirelli', 'sandra-beall', 'vincent-guastaferro', 'johnny-williams', 'john-roselius', 'louis-eppolito', 'mo-gaffney', 'john-mackay', 'john-ottavino', 'tim-gallin', 'timothy-klein', 'jack-wallace', 'frank-girardeau', 'michael-p-moran', 'frank-coletta', 'paul-felix-montez', 'freddi-chandler', 'tommy-sullivan-1', 'ben-fine', 'saasha-costello', 'catherine-stewart-1', 'james-russo']"
bad-boys-ii,2003,146.0,"['crime', 'action', 'comedy']",['michael-bay'],"['martin-lawrence', 'will-smith', 'jordi-molla', 'gabrielle-union', 'peter-stormare', 'theresa-randle', 'joe-pantoliano', 'michael-shannon', 'jon-seda', 'yul-vazquez', 'jason-manuel-olazabal', 'otto-sanchez', 'henry-rollins', 'antoni-corone', 'gary-nickens', 'rey-hernandez-1', 'charlie-johnson-jr', 'paul-villaverde', 'john-salley', 'reynaldo-gallegos-1', 'veryl-jones', 'tim-powell', 'phil-owens', 'timothy-adams', 'keith-hudson', 'rich-kelley', 'dave-corey', 'bill-erfurth', 'jennifer-diaz', 're-rodgers', 'chris-charles-herbert', 'nelson-j-perez', 'bobby-talbert', 'nancy-duerr', 'ivelin-giro', 'damaris-justamante', 'bill-cordell', 'alex-warren', 'dennis-greene', 'bianca-bethune', 'scott-cumberbatch', 'mason-rock-bay', 'gloria-irizarry', 'alissa-mullins-diaz', 'michael-francis-2', 'pedro-telemaco', 'christopher-campbell-2', 'jay-a-boutwell', 'anthony-correa', 'gino-salvano-1', 'ralph-navarro', 'fernando-gaviria', 'renee-reilly', 'cash-casia', 'james-zelley', 'bubba-baker', 'steve-gibb', 'emerson-forth', 'scott-charles', 'oleg-taktarov', 'j-michael-tiedeberg', 'treva-etienne', 'kiko-ellsworth', 'dieudonne-s-abel', 'gregory-bastien', 'shannon-briggs', 'greg-wayne-elam', 'irwin-gould', 'carlos-guity', 'merdock-malcolm-mercer', 'reggie-pierre', 'bruno-ramos-1', 'reggie-mann-stanley', 'todd-rogers-terry', 'raymond-tong', 'tiara-harris', 'edward-finlay', 'sharon-wilkins', 'anthony-giaimo', 'jamaica-carter', 'bryan-bottinelli', 'jd-walsh', 'michael-mcdunough', 'sean-lampkin', 'michael-bay', 'terrence-j-crowley', 'dan-marino', 'peter-donald-badalamenti-ii', 'jessica-karr', 'omar-avila', 'jon-beshara', 'flint-beverage', 'john-cenatiempo', 'smith-cho', 'dexter-fletcher-1', 'deborah-smith-ford', 'megan-fox', 'tony-gomez-1', 'paul-lawrence', 'rick-michaels', 'nevin-millan', 'yamil-piedra', 'denise-quinones', 'jay-rasumny', 'joe-vida', 'jasmine-waltz', 'sincerely-a-ward', 'brian-anthony-wilson']"
the-people-vs-larry-flynt,1996,130.0,['drama'],['milos-forman'],"['woody-harrelson', 'courtney-love', 'edward-norton', 'brett-harrelson', 'donna-hanover', 'james-cromwell', 'crispin-glover', 'vincent-schiavelli', 'miles-chapin', 'james-carville', 'richard-paul', 'burt-neuborne', 'jan-triska-1', 'cody-block', 'ryan-post', 'robert-davis-11', 'kacky-walton', 'john-ryan-7', 'kathleen-kane-1', 'greg-roberson', 'jim-peck', 'mike-pniewski', 'tim-parati', 'rick-rogers-1', 'dan-lenzini', 'david-compton-1', 'gary-lowery', 'stephen-dupree', 'rainbeau-mars', 'tam-drummond', 'ruby-wilson', 'nancy-lea-owen', 'john-fergus-ryan', 'oliver-reed-1', 'meresa-t-ferguson', 'andrena-fisher', 'ken-kidd', 'larry-flynt', 'janie-paris', 'carol-russell-woloshin', 'eddie-davis-3', 'blaine-nashold', 'blaine-pickett', 'kerry-white-1', 'joey-hadley', 'chris-schadrack', 'mac-pirkle-1', 'mark-w-johnson', 'doug-bauer', 'roberto-roman-ramirez', 'aurelia-thierree', 'scott-william-winters', 'darmy-bailey', 'mike-mclaren', 'andy-stahl', 'michael-detroit', 'jaime-jackson', 'david-dwyer-1', 'richard-birdsong', 'james-a-white', 'gerry-robert-byrne', 'benjamin-greene-jr', 'mary-neal-naylor', 'tina-m-bates', 'evans-donnell', 'jay-adams-2', 'bennett-wood', 'janice-holder', 'av-mcdowell', 'jim-grimshaw', 'james-smith-25', 'rand-hopkins', 'charles-m-crump', 'pierre-secher', 'linn-sitler', 'mary-m-norman', 'jack-shea', 'lisa-lax', 'susan-howe', 'michael-q-davis', 'dennis-turner-3', 'patti-hatchett', 'ann-marie-hall', 'nate-bynum', 'paula-haddock', 'gary-kraen', 'norm-macdonald', 'jeff-johnston-3', 'joey-sulipeck', 'jim-palmer', 'gene-lyons', 'saida-pagan', 'jim-hild', 'michael-klastorin', 'michelle-robinson-2', 'jay-busbee']"
zenon-girl-of-the-21st-century,1999,97.0,"['adventure', 'science-fiction', 'tv-movie', 'comedy', 'family']",['kenneth-johnson'],"['kirsten-storms', 'raven-symone', 'stuart-pankin', 'holly-fulger', 'frederick-coffin', 'bob-bancroft', 'gregory-smith', 'greg-thirloway', 'phillip-rhys', 'gwynyth-walsh', 'lauren-maltby', 'brenden-jefferson', 'blair-slater', 'zach-lipovsky', 'neil-denis-1', 'danielle-fraser', 'sue-astley', 'paul-batten', 'eric-breker', 'lossen-chambers', 'sarah-deakins', 'lorena-gale', 'andrew-johnston-4', 'jillian-fargey', 'michelle-hart', 'monica-marko', 'amanda-oleary', 'kea-wong-1']"
a-star-is-born-1954,1954,176.0,"['music', 'drama', 'romance']",['george-cukor'],"['judy-garland', 'james-mason', 'jack-carson', 'charles-bickford', 'tommy-noonan', 'lucy-marlow', 'amanda-blake', 'irving-bacon', 'hazel-shermet', 'james-brown', 'john-alban', 'laurindo-almeida', 'leon-alton', 'rudolph-anders', 'david-armstrong-4', 'phil-arnold', 'nadine-ashdown', 'gertrude-astor', 'jack-baker-4', 'george-becwar', 'don-beddoe', 'rodney-bell', 'oscar-blank', 'lennie-bluett', 'lulu-mae-bohrman', 'willis-bouchey', 'marshall-bradford', 'ruth-brady', 'paul-brinegar', 'tex-brodus', 'sheila-bromley', 'paul-bryar', 'benny-burt', 'boyd-cabeen', 'george-calliga', 'kathryn-card', 'john-carlyle', 'beth-carter', 'spencer-chan', 'chick-chandler', 'lauren-chapin', 'beulah-christian', 'samuel-colt', 'heinie-conklin-1', 'charles-j-conrad', 'tom-cound', 'oliver-cross', 'russell-custer', 'blythe-daley', 'havis-davenport', 'rudy-del-campo', 'harry-denny', 'eddie-dew', 'alan-dewitt', 'joe-dougherty', 'helen-eby-rock', 'jack-ellis-1', 'jean-engstrom', 'harry-evans', 'rex-evans', 'franklyn-farnum', 'timothy-farrell', 'frank-ferguson', 'elizabeth-flournoy', 'bess-flowers', 'almeda-fowler', 'raoul-freeman', 'nacho-galindo', 'kenneth-gibson', 'joe-gilbert-2', 'joseph-glick', 'jack-gordon-1', 'wilton-graff', 'marion-gray', 'robert-haines', 'charles-halton', 'joseph-hamilton', 'sam-harris-3', 'ray-heindorf', 'percy-helton', 'louis-jean-heydt', 'al-hill', 'stuart-holmes', 'olin-howland', 'robert-f-hoy', 'james-hyland', 'bob-jellison', 'jay-johnson-1', 'dick-johnstone', 'arlene-karr', 'fred-kelsey', 'jack-kenney', 'tom-kingston', 'george-kitchel', 'allen-kramer', 'frank-kreig', 'henry-kulky', 'nancy-kulp', 'richard-lamarr', 'carl-m-leviness', 'paul-levitt', 'carey-loftin', 'robert-locke-lorraine', 'frank-marlowe', 'mae-marsh', 'strother-martin', 'dorothy-martinson', 'louis-mason', 'nita-mathews', 'ila-mcavoy', 'jack-mccoy', 'philo-mccullough', 'don-mckay-1', 'heidi-meadows', 'joseph-mell', 'harold-miller', 'nolie-miller', 'patrick-miller', 'todd-miller-6', 'wade-miller', 'mort-mills', 'john-monaghan', 'hal-j-moore', 'monette-moore', 'charles-morton', 'jack-mower', 'george-nardelli', 'tom-nolan', 'anton-northpole', 'barry-norton', 'ron-nyman', 'william-h-obrien', 'monty-ogrady', 'pat-omalley-1', 'leonard-penn', 'barbara-pepper', 'jack-pepper', 'hilda-plowright', 'mel-pogue', 'murray-pollack', 'ezelle-poule', 'frank-puglia', 'grandon-rhodes', 'don-richards', 'leoda-richards', 'kay-riehl', 'larry-rio', 'lotus-robb', 'walter-rode', 'patricia-rosemond', 'riza-royce', 'henry-russell-1', 'loretta-russell', 'dick-ryan', 'john-saxon', 'bernard-sell', 'patrick-sexton', 'harry-seymour', 'joan-shawlee', 'don-shelton', 'charles-sherlock', 'dick-simmons', 'reginald-simpson', 'arthur-space', 'bert-spencer', 'buddy-spencer', 'eileen-stevens', 'robert-stevenson-3', 'robert-strong', 'grady-sutton', 'kay-tapscott', 'dub-taylor', 'wayne-taylor', 'al-thompson-2', 'ted-thorpe', 'louis-tomei', 'emerson-treacy', 'dale-van-sickel', 'valerie-vernon', 'ralph-volkie', 'geraldine-wall', 'ruth-warren-1', 'charles-watts', 'harte-wayne', 'richard-webb', 'duff-whitney', 'shirley-whitney', 'josephine-whittell', 'frank-wilcox', 'jean-willes', 'tom-wilson-1', 'eric-wilton', 'stephen-wyman', 'mary-young', 'diana-deane']"
marty,1955,90.0,"['romance', 'drama']",['delbert-mann'],"['ernest-borgnine', 'betsy-blair', 'esther-minciotti', 'augusta-ciolli', 'joe-mantell', 'karen-steele', 'jerry-paris', 'james-bell-1', 'john-beradino', 'charles-cane', 'paddy-chayefsky', 'john-dennis', 'walter-kelley', 'doris-kemper', 'john-milford', 'silvio-minciotti', 'robin-morse', 'kathleen-mulqueen', 'george-nardelli', 'jerry-orbach', 'edwin-rochelle', 'glenn-strange', 'frank-sutton', 'hal-taggart', 'minerva-urecal', 'waclaw-rekwart', 'arthur-tovey', 'alan-wells-2']"
oceans-eleven-2001,2001,116.0,"['thriller', 'crime']",['steven-soderbergh'],"['george-clooney', 'brad-pitt', 'andy-garcia', 'matt-damon', 'julia-roberts', 'casey-affleck', 'scott-caan', 'elliott-gould', 'eddie-jemison', 'bernie-mac', 'shaobo-qin', 'carl-reiner', 'cecelia-ann-birt', 'paul-l-nolan', 'carol-florence', 'lori-galinski', 'mark-gantt', 'tim-perez-2', 'frank-patton-iii-1', 'jorge-r-hernandez', 'tim-snay', 'miguel-perez-1', 'lennox-lewis', 'wladimir-klitschko', 'barry-brandt', 'william-patrick-johnson', 'robert-peters-1', 'david-jensen', 'kelly-adkins', 'gregory-stenson', 'joe-la-due', 'john-c-fiore', 'tommy-kordick', 'michael-delano', 'charles-la-russa', 'anthony-allison', 'ronn-soeda', 'robin-sachs', 'jp-manoux', 'jerry-weintraub', 'frankie-j-allison', 'james-curatola', 'henry-silva', 'eydie-gorme-1', 'angie-dickinson', 'steve-lawrence', 'wayne-newton', 'siegfried-fischbacher', 'roy-horn', 'jim-lampley', 'larry-merchant', 'richard-reed-1', 'david-sontag', 'larry-sontag', 'bill-allison', 'rusty-meyers', 'joe-coyle', 'scott-l-schwartz', 'richard-steele-2', 'john-robotham', 'vincent-m-ward', 'scott-beringer', 'jim-alfonso', 'don-cheadle', 'topher-grace', 'joshua-jackson', 'shane-west', 'barry-watson', 'holly-marie-combs', 'viola-davis', 'steven-soderbergh', 'david-leitch', 'thomas-rosales-jr', 'kerry-rossall', 'mike-malone', 'tony-brown-2', 'jp-riley', 'yann-toderi']"
night-and-fog,1956,32.0,"['history', 'documentary']",['alain-resnais'],"['michel-bouquet', 'reinhard-heydrich', 'heinrich-himmler', 'adolf-hitler-1', 'julius-streicher']"
jingle-jangle-a-christmas-journey,2020,122.0,"['fantasy', 'family', 'music']",['david-e-talbert'],"['forest-whitaker', 'keegan-michael-key-1', 'hugh-bonneville', 'anika-noni-rose', 'madalen-mills', 'phylicia-rashad', 'ricky-martin', 'justin-cornwell', 'sharon-rose', 'lisa-davina-phillip', 'kieron-l-dyer', 'miles-barrow', 'diaana-babnicova', 'ria-calvin', 'kenyah-sandy', 'tobias-poppe', 'tosh-wanogho-maud', 'gabriel-mokake', 'philip-lawrence-1', 'abraham-popoola', 'gabriel-constantin', 'momo-yeung', 'kaye-brown', 'charlie-jones-2', 'stephanie-fayerman', 'patricia-franklin', 'duncan-airlie-james', 'chris-jarman', 'mandy-dassa', 'elroy-powell', 'lyn-sisson-talbert', 'jonny-labey', 'tenz-mccall', 'nikkita-chadha', 'tina-louise-owens', 'john-alan-roberts', 'esther-k-chae-1', 'meesha-garbett']"
zack-and-miri-make-a-porno,2008,102.0,"['romance', 'comedy']",['kevin-smith'],"['seth-rogen', 'elizabeth-banks', 'craig-robinson', 'gerry-bednob', 'edward-janda', 'nicholas-lombardi', 'chris-milan', 'jennifer-schwalbach-smith', 'kenny-hotz-1', 'brandon-routh', 'anne-wade', 'justin-long', 'tom-savini', 'jeff-anderson', 'jim-norton', 'jean-pierre-nutini', 'alice-eisner', 'david-early', 'mattt-potter', 'ricky-mabe', 'lena-cheney', 'marie-blanchard', 'ricki-raxxx', 'danielle-fortwangler', 'katelyn-hoffman', 'ashley-kunich', 'katie-morgan-1', 'jason-mewes', 'traci-lords', 'milos-milicevic', 'james-w-smith', 'tyler-labine', 'tisha-campbell', 'lauren-miller-rogen', 'jackson-nunn']"
battles-without-honor-and-humanity,1973,99.0,"['drama', 'crime']",['kinji-fukasaku'],"['bunta-sugawara-1', 'hiroki-matsukata', 'kunie-tanaka', 'eiko-nakamura', 'tsunehiko-watase', 'goro-ibuki', 'nobuo-kaneko', 'toshie-kimura', 'tamio-kawachi-2', 'mayumi-nagisa-1', 'asao-uchida', 'shinichiro-mikami', 'hiroshi-nawa', 'shinji-takano', 'harumi-sone', 'kinji-nakamura', 'shotaro-hayashi', 'seizo-fukumoto-1', 'keiji-takamiya', 'asao-koike', 'takashi-ebata', 'naotsugu-uzaki', 'takashi-noguchi', 'hitoshi-omae', 'kazutaro-kuni', 'goro-oki', 'keiko-kojima', 'akira-hirasawa', 'ryo-nishida', 'kojiro-shirakawa', 'masaru-shiga', 'minken-karasawa', 'hiroko-sakaki', 'chie-kobayashi', 'ryuko-azuma', 'takuzo-kawatani', 'yukio-miyagi', 'kenji-ikeda-1', 'shunji-sasaki', 'yoshiki-yamada', 'yasumori-hikita', 'masataka-iwao', 'shintaro-mibu', 'kuniomi-kitani', 'yusuke-tsukasa', 'tsuyoshi-arita', 'tetsuo-fujisawa', 'hideo-fujimoto', 'yasuo-matsumoto', 'kiyotaka-nishiyama', 'satoru-nabe', 'teruo-fujinaga', 'toshio-tomogane', 'tamaro-murata', 'shinji-oda', 'ryuji-komine', 'yasushi-oshiro', 'toshio-matsuda', 'hiroshi-hatano', 'ryuji-katagiri', 'aki-takagi', 'toshio-kitagawa', 'tatsuo-umemiya', 'takeshi-kato', 'tatsuo-endo', 'rinichi-yamamoto', 'akira-kobayashi', 'mikio-narita', 'reiko-ike', 'tetsuro-tamba']"
maniac-2018,2018,383.0,"['drama', 'comedy']",['cary-joji-fukunaga'],"['emma-stone', 'jonah-hill', 'sonoya-mizuno', 'justin-theroux', 'sally-field']"
tarantula,1955,80.0,"['science-fiction', 'horror']",['jack-arnold'],"['john-agar', 'mara-corday', 'leo-g-carroll', 'nestor-paiva', 'ross-elliott', 'hank-patterson', 'eddie-parker', 'bert-holland', 'raymond-bailey', 'steve-darrell', 'edwin-rand', 'clint-eastwood', 'wag-blesing', 'dee-carroll']"
the-book-of-eli,2010,118.0,"['science-fiction', 'thriller', 'action']","['albert-hughes', 'allen-hughes']","['denzel-washington', 'gary-oldman', 'mila-kunis', 'ray-stevenson', 'jennifer-beals', 'michael-gambon', 'tom-waits', 'frances-de-la-tour', 'evan-jones', 'joe-pingue', 'chris-browning', 'richard-cetrone', 'lateef-crowder-1', 'keith-splinter-davis', 'don-thai-theerathada', 'thom-williams', 'lora-martinez-cunningham', 'scott-wilder', 'heidi-pascoe', 'jennifer-caputo', 'spencer-sano', 'eddie-perez', 'karin-silvestri', 'mike-gunther', 'john-koyama', 'mike-mccarty', 'scott-michael-morgan', 'sala-baker', 'arron-shiver', 'justin-tade', 'mike-seal', 'richard-a-smith-1', 'paul-crawford', 'ed-duran', 'david-wald', 'jermaine-washington', 'kofi-elam', 'clay-donahue-fontenot', 'al-goto', 'brad-martin', 'tim-rigby', 'luis-bordonada', 'robert-powell-1', 'angelique-midthunder', 'todd-schneider', 'darrin-prescott', 'laurence-chavez', 'brian-neal-lucero', 'david-midthunder', 'josiah-d-lee', 'malcolm-mcdowell']"
love-death-robots-shape-shifters,2019,16.0,"['fantasy', 'animation', 'science-fiction']",[],"['graham-hamilton', 'adam-bartley', 'jim-pirri', 'james-horan', 'ike-amadi']"
the-silence-of-the-lambs,1991,119.0,"['crime', 'thriller', 'horror', 'drama']",['jonathan-demme'],"['jodie-foster', 'anthony-hopkins', 'scott-glenn', 'ted-levine', 'anthony-heald', 'brooke-smith', 'diane-baker', 'kasi-lemmons', 'frankie-faison', 'tracey-walter', 'charles-napier', 'danny-darst', 'alex-coleman', 'dan-butler', 'paul-lazar', 'ron-vawter', 'roger-corman', 'lawrence-a-bonney', 'lawrence-t-wrentz', 'don-brockett', 'frank-seals-jr', 'stuart-rudin', 'maria-skorobogatov', 'jeffrie-lane', 'leib-lensky', 'george-red-schwartz', 'jim-roche', 'james-b-howard', 'bill-miller-1', 'chuck-aber', 'gene-borkan', 'pat-mcnamara', 'kenneth-utt', 'adelle-lutz', 'obba-babatunde', 'george-michael-1', 'jim-dratfield', 'd-stanton-miranda', 'rebecca-saxon', 'cynthia-ettinger-1', 'brent-hinkley', 'steve-wyatt', 'david-early', 'andre-b-blake', 'bill-dalzell', 'chris-isaak', 'daniel-von-bargen', 'tommy-lafitte', 'josh-broder', 'buzz-kilman', 'harry-northup', 'lauren-roselli', 'lamont-arnold', 'john-hall', 'ted-monte', 'george-a-romero', 'john-w-iwanonkiw', 'robert-w-castle', 'chris-mcginn', 'gary-goetzman']"
boy-erased,2018,115.0,['drama'],['joel-edgerton'],"['lucas-hedges', 'nicole-kidman', 'russell-crowe', 'joel-edgerton', 'joe-alwyn', 'troye-sivan', 'xavier-dolan', 'flea', 'britton-sear', 'david-joseph-craig', 'theodore-pellerin', 'madelyn-cline', 'cherry-jones', 'jesse-latourette', 'emily-hinkler', 'david-ditmore', 'matt-burke-1', 'william-ngo', 'lindsey-moser', 'victor-mccay', 'tim-ware', 'josh-scherer', 'frank-hoyt-taylor', 'jason-davis', 'kevin-linehan', 'paige-denise-crawford', 'malerie-grady', 'will-kindrachuk', 'drew-scheid', 'jesse-malinowski', 'joy-jacobson', 'randy-havens', 'devin-michael', 'brasher-russell', 'brook-todd']"
trance,2013,101.0,"['crime', 'thriller', 'drama', 'mystery']",['danny-boyle'],"['james-mcavoy', 'vincent-cassel', 'rosario-dawson', 'danny-sapani', 'matt-cross', 'wahab-sheikh', 'mark-poltimore', 'tuppence-middleton', 'simon-kunz', 'michael-shaeffer', 'tony-jayawardena', 'vincent-montuel', 'jai-rajani', 'spencer-wilding', 'gursharan-chaggar', 'edward-rising', 'lee-nicholas-harris', 'sam-creed', 'hamza-jeetooa', 'ben-cura', 'kelvin-wise']"
the-birth-of-a-nation,1915,195.0,"['drama', 'history', 'war']",['dw-griffith-1'],"['lillian-gish', 'mae-marsh', 'henry-b-walthall', 'miriam-cooper', 'mary-alden', 'ralph-lewis', 'george-siegmann', 'walter-long', 'robert-harron', 'wallace-reid', 'joseph-henabery', 'elmer-clifton', 'josephine-crowell', 'spottiswoode-aitken', 'george-beranger', 'maxfield-stanley', 'jennie-lee', 'donald-crisp', 'howard-gaye', 'sam-de-grasse', 'william-de-vaull', 'willam-freeman', 'tom-wilson-1', 'fred-burns-1', 'allan-sears', 'elmo-lincoln', 'madame-sul-te-wan', 'raoul-walsh', 'monte-blue', 'harry-braham', 'bob-burns-2', 'edmund-burns', 'edward-burns-2', 'peggy-cartwright', 'dark-cloud', 'leonore-cooper', 'charles-eagle-eye', 'john-ford-2', 'olga-grey', 'alberta-lee', 'betty-marsh', 'donna-montran', 'eugene-pallette', 'alma-rubens', 'charles-stevens-1', 'jules-white-2', 'violet-wilkey', 'david-butler-3', 'mary-wynn']"
paranormal-activity-3,2011,83.0,"['horror', 'mystery']","['henry-joost', 'ariel-schulman']","['katie-featherston', 'sprague-grayden', 'lauren-bittner', 'christopher-nicholas-smith', 'chloe-csengery', 'jessica-tyler-brown', 'marilyn-alex', 'dustin-ingram', 'jessica-berger', 'maria-olsen', 'hallie-foote', 'william-juan-prieto', 'jackson-xenia-prieto', 'paitoon-cheng', 'johanna-braddy', 'brian-boland', 'micah-sloat', 'molly-ephraim']"
thor-love-and-thunder,2022,119.0,"['action', 'fantasy', 'comedy']",['taika-waititi'],"['chris-hemsworth', 'natalie-portman', 'christian-bale', 'tessa-thompson', 'taika-waititi', 'russell-crowe', 'jaimie-alexander', 'idris-elba', 'chris-pratt', 'dave-bautista', 'karen-gillan-1', 'pom-klementieff', 'sean-gunn', 'vin-diesel', 'bradley-cooper', 'carly-rees', 'kat-dennings', 'brett-goldstein', 'stellan-skarsgard', 'luke-hemsworth-1', 'matt-damon', 'sam-neill', 'melissa-mccarthy', 'ben-falcone', 'suren-jayemanne', 'natasha-cheng', 'stephen-curry', 'bobby-holland-hanton', 'daley-pearson', 'dianne-close', 'greg-mitchell-1', 'briegh-winderbaum', 'mayzie-winderbaum', 'izaac-winderbaum', 'alanis-long-borrello', 'luka-bale', 'kieron-l-dyer', 'india-rose-hemsworth', 'simon-russell-beale', 'manny-spero', 'jonny-brugh', 'andrew-crawford-1', 'chanique-greyling', 'brooke-satchwell', 'elsa-pataky', 'zia-kelly', 'rosangela-fasano', 'cameron-chapek', 'tristan-hemsworth', 'samson-alston', 'alan-spies', 'eliza-matengu', 'shari-sebbens', 'victoria-zerbst', 'johnny-nasser', 'jenna-owen-1', 'gemma-dart', 'victoria-ferrara', 'ava-rodrigo-porter', 'elsa-rodrigo-porter', 'kaan-guldur', 'indeia-booc', 'indiana-ierano', 'cayla-sutherland', 'tui-vincent-1', 'garth-wood', 'yure-covich', 'matatia-foai', 'alan-dukes', 'alan-tsibulya', 'arka-das', 'simona-paparelli', 'nico-cortez', 'priscilla-doueihy', 'nicole-milinkovic', 'chayla-korewha', 'imaan-hadchiti', 'carmen-foon', 'clariza-vicente', 'kuni-hashimoto', 'stephen-hunter-1', 'justin-paul-hitchcock', 'nazih-kheir', 'tatyana-gillam', 'indiana-evans', 'samantha-allsop', 'olivia-vasquez', 'adam-todd', 'josh-heuston', 'david-hambly', 'janessa-dufty', 'ava-caryofyllis', 'chloe-gouneau', 'ben-sinclair', 'jane-yubin-kim', 'dave-cory', 'te-kainga-ote-hinekahu-waititi', 'matewa-kiritapu-waititi', 'sasha-hemsworth', 'aleph-millepied', 'amalia-millepied', 'rex-bale', 'molly-moriarty', 'hannah-gray-1', 'luc-barrett', 'luca-darda', 'bo-chambers', 'zali-mae-harrison', 'leeton-alan-ingrey', 'evan-stanhope', 'jessica-may-lynne', 'jaimee-rose-lynn', 'kim-thien-doan', 'simone-landers-1', 'sienna-ngeru', 'rafael-siemer', 'gabriel-siemer', 'ronin-fabi', 'arias-vang', 'corban-ierano', 'xander-mouradian', 'jacob-yee', 'zhang-chongwei']"
